lake,lake_lat,lake_long,tsi,trophic_status,climate_zone,lake_elev,lake_area,lake_volume,mean_lake_depth,year,season,num_samples,start_day,end_day,days_in_window,chla_rate,max_chla,acc_chla,poc_rate,chla_to_poc,mean_temp,mean_tp,mean_secchi,mean_ph,mean_srp,mean_tkn,mean_par,specific_chla_rate,f_temp,temp_corrected_specific_chla_rate,prev_week_mean_temp,prev_2weeks_mean_temp,prev_week_mean_par,prev_2weeks_mean_par,prev_7days_mean_tp,prev_14days_mean_tp,prev_7days_mean_tkn,prev_14days_mean_tkn,ssr_station,ssr_id,ssr_id_type,ssr_lat,ssr_long,geo_dist_km,ssr_elev,ssr_lake_elev_diff,mean_ssr,prev_7days_mean_ssr,prev_14days_mean_ssr
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1983,single,12,74,195,91,0.264203297,26.664,813.44025,,,,,,,,,,0.100783253,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,,,
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1984,single,12,46,227,153,0.120686275,19.267,1495.402333,,,,,,,,,,0.150481639,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,,,
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1985,single,12,77,196,91,0.337362637,30.85,1045.065,,,,,,,,,,2.249084249,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,,,
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1986,single,12,72,287,187,0.148930481,28.15,2520.791667,,,,,,,,,,0.496434938,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,,,
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1987,single,12,75,194,91,0.241758242,24.65,944.4,,,,,,,,,,0.091229525,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,,,
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1988,single,12,74,228,122,0.438114754,54.1,1676.9,,,,,,,,,,0.674022699,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,181.1521739,,
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1989,single,12,46,226,148,0.133108108,33.9,2991.566667,,,,,,,,,,0.042256542,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,172.4198895,36,36
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1990,single,12,46,227,152,0.16875,29.05,2393.616667,,,,,,,,,,0.049632353,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,172.8681319,32,32
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1991,single,12,15,197,147,0.081292517,13.2,1137.4,,,,,,,,,,0.065034014,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,125.2568306,19,19
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1992,single,12,14,197,153,0.137254902,22.9,1435.008333,,,,,,,,,,0.072239422,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,144.5815217,18,18
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1993,single,12,19,229,177,0.159322034,29.95,2020.133333,,,,,,,,,,0.091041162,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,153.2843602,19,19
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1994,single,12,103,194,61,0.222131148,15.5,412.575,,,,,,,,,,0.113913409,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,227.3586957,159,150.4666667
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1995,single,12,46,198,118,0.080932203,12.1,799.4333333,,,,,,,,,,0.062255541,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,154.3594771,40,40
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1996,single,11,81,235,117,0.185470085,24.5,1782.083333,,,,,,,,,,0.066239316,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,181.7741935,91,91
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1997,single,12,16,225,181,0.094475138,18,1851.183333,,,,,,,,,,0.104972376,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,160.9142857,21,21
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1998,single,7,111,194,57,0.126315789,14,603.9333333,,,,,,,,,,0.018575851,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,190.0595238,114,114
Kvicksundsbron,59.449859,16.314316,55.75399654,eutrophic,7,8,1083.13,14000,12.9,1999,single,12,13,229,182,0.047252747,19.6,1618.216667,,,,,,,,,,0.067503925,,,,,,,,,,,Norrkoepping,2103,GEBA,58.58333333,16.25,96.59765244,4,-4,148.9032258,13,13
Kyrkfjärden,59.43482663,18.18965389,52.31147404,eutrophic,7,3,2.09,13.62,6.5,1967,single,6,109,215,63,0.200460317,15.4,502.93175,,,,,,,,,,0.072342229,,,,,,,,,,,Stockholm,1414,GEBA,59.35,17.95,16.57483884,9,6,216.5607477,161,161
Kyrkfjärden,59.43482663,18.18965389,52.31147404,eutrophic,7,3,2.09,13.62,6.5,1968,single,6,115,177,34,0.424470588,17.6,288.6486667,,,,,,,,,,0.133986928,,,,,,,,,,,Stockholm,1414,GEBA,59.35,17.95,16.57483884,9,6,245.7301587,202,202
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,1997,single,8,77,198,91,0.034065934,3.5,181.8833333,,,,,,,,,,0.085164835,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,201.1803279,108,108
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,1998,single,8,74,195,89,0.029213483,2.8,87.9,,,,,,,,,,0.146067416,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,160.5327869,89,89
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,2001,single,8,70,197,98,0.046938776,4.8,142.9333333,,,,,,,,,,0.234693878,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,182.1796875,98,85.46666667
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,2007,single,8,49,196,119,0.021008403,2.7,171.4166667,,,,,,,,,,0.105042017,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,162.527027,30,30
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,2009,single,8,48,196,119,0.012605042,1.9,115.275,,,,,,,,,,0.031512605,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,159.1879195,40,40
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,2010,single,8,137,222,57,0.064912281,4.8,144.25,,,,,,,,,,0.059011164,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,212.6395349,193,193
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,2015,single,7,116,193,49,0.181632653,9.7,160.4833333,,,,,,,,,,0.227040816,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,,,
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,2017,single,7,127,165,14,0.214285714,4.1,32.31666667,,,,,,,,,,0.194805195,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,,,
Källsjön,61.63359305,16.73575758,38.71517462,oligotrophic,7,231,,,,2019,single,7,126,195,34,0.129411765,5.2,84.8,,,,,,,,,,0.161764706,,,,,,,,,,,Borlaenge,2099,GEBA,60.43333333,15.5,149.4893146,151,-80,,,
Kållen,57.16651,15.39448,60.26108307,eutrophic,7,238,0.27,0.77,2.8,1995,single,6,114,206,63,0.215873016,19,787.7,,,,,,,,,,0.039976484,,,,,,,,,,,Vaexjoe / Kronoberg,2106,GEBA,56.93333333,14.73333333,47.79432255,176,-62,201.7526882,138,138
Kållen,57.16651,15.39448,60.26108307,eutrophic,7,238,0.27,0.77,2.8,1999,single,6,116,243,86,0.33372093,32,1103.3,,,,,,,,,,0.101127555,,,,,,,,,,,Vaexjoe / Kronoberg,2106,GEBA,56.93333333,14.73333333,47.79432255,176,-62,199.5390625,128,128
Kållen,57.16651,15.39448,60.26108307,eutrophic,7,238,0.27,0.77,2.8,2008,single,6,112,165,30,0.356666667,16,303.5,,,,,,,,,,0.067295597,,,,,,,,,,,Vaexjoe / Kronoberg,2106,GEBA,56.93333333,14.73333333,47.79432255,176,-62,228.5,166,166
Kånkåstjärnen,62.607965,16.895842,36.53680018,oligotrophic,7,287,0.1,0.69,6.9,2006,single,7,101,199,63,0.046031746,3.2,105.7583333,,,,,,,,,,0.153439153,,,,,,,,,,,Oestersund,2104,GEBA,63.18333333,14.5,137.6726834,380,93,205.7058824,154,138.8
Ullevifjärden S.,59.596143,17.523144,54.12569924,eutrophic,7,4,4.59,69.24,15.1,1974,spring,15,79,108,29,0.165517241,21.5,550.0333333,,,,,,,,,,0.009911212,,,,,,,,,,,Stockholm,1414,GEBA,59.35,17.95,36.57006272,9,5,145.4,104,104
Ullevifjärden S.,59.596143,17.523144,54.12569924,eutrophic,7,4,4.59,69.24,15.1,1974,summer,15,192,277,85,0.170588235,22,1199.516667,,,,,,,,,,0.022745098,,,,,,,,,,,Stockholm,1414,GEBA,59.35,17.95,36.57006272,9,5,157.2674419,178,202.2666667
Lac la biche E.,54.66667,-112.03333,63.756429,eutrophic,7,574,,,,1989,single,6,150,249,71,0.664788732,52.3,1483.458333,,,,0.06825,2.2,8.6075,,0.7575,,0.130350732,,,,,,,0.049,0.049,0.56,0.56,Oliver AGDM,3014921,Climate ID,53.6466,-113.3546,142.6217189,650,76,,,
Lac la nonne,53.94278,-114.31444,70.43970912,hypereutrophic,7,661,12.81,94.98,7.4,1988,single,7,126,238,83,1.346987952,140,3901.2,,,,0.1315,2.2,8.65,,1.79,,0.04776553,,,,,,,0.105,0.105,1.5,1.5,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,45.74982364,753,92,242.5139239,240.8685357,256.8886292
Lac la nonne,53.94278,-114.31444,70.43970912,hypereutrophic,7,661,12.81,94.98,7.4,2003,single,6,160,223,42,0.592857143,32.7,722.925,,,,0.119333333,2.266666667,8.775,,1.503333333,,0.076007326,,,,,,,0.101,0.101,1.46,1.46,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,45.74982364,753,92,253.8879697,210.5340917,231.3814807
Lac saint cyr -whole lake,53.905,-111.19,51.7948253,eutrophic,7,643,2.03,10.2,5,1984,single,6,144,229,55,0.14,9.8,228.2416667,,,,0.029,5.966666667,8.5,,0.9,,0.066666667,,,,,,,0.026,0.026,0.84,0.84,Oliver AGDM,3014921,Climate ID,53.6466,-113.3546,145.5699502,650,7,,,
Lac saint cyr -whole lake,53.905,-111.19,51.7948253,eutrophic,7,643,2.03,10.2,5,1985,single,7,143,219,48,0.789583333,40.6,546.2333333,,,,0.024,6.633333333,8.7,,1.02,,0.292438272,,,,,,,,,,,Oliver AGDM,3014921,Climate ID,53.6466,-113.3546,145.5699502,650,7,,,
Lac ste. Anne E.,53.70833,-114.4,66.75966307,eutrophic,7,720,55.83,403.49,7.2,1984,single,6,131,213,56,0.357142857,26.4,774.6666667,,,,0.028666667,2.6,8.4,,0.796666667,,0.055803571,,,,,,,0.027,0.027,0.71,0.71,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,26.05020938,753,33,246.972352,193.9801398,216.8204074
Lac ste. Anne E.,53.70833,-114.4,66.75966307,eutrophic,7,720,55.83,403.49,7.2,1985,single,6,150,233,62,0.111290323,16.2,782.425,,,,0.0235,2.9,8.666666667,,0.946666667,,0.011966701,,,,,,,,,0.8,0.8,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,26.05020938,753,33,264.1599065,229.0730131,261.7690695
Lac ste. Anne E.,53.70833,-114.4,66.75966307,eutrophic,7,720,55.83,403.49,7.2,1988,single,11,169,207,31,0.812903226,53.8,1217.991667,,,,0.044,1.3,8.566666667,,,,0.02842319,,,,,,,0.034,0.034,,,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,26.05020938,753,33,263.3241626,268.0157436,231.6237666
Lac ste. Anne E.,53.70833,-114.4,66.75966307,eutrophic,7,720,55.83,403.49,7.2,1996,single,10,158,247,76,0.576315789,54.2,1578.833333,,,,0.039166667,2.516666667,8.516666667,,1.136666667,,0.05541498,,,,,,,0.028,0.028,1.5,1.5,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,26.05020938,753,33,232.6783017,205.2548249,210.8273039
Lac ste. Anne E.,53.70833,-114.4,66.75966307,eutrophic,7,720,55.83,403.49,7.2,1997,single,7,140,218,56,2.758928571,168.7,3316.833333,,,,0.061,2.4,8.733333333,,1.406666667,,0.194290744,,,,,,,0.064,0.064,1.14,1.14,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,26.05020938,753,33,247.7457794,205.8465542,232.1368879
Lac ste. Anne W.,53.71667,-114.5,67.62205419,eutrophic,7,720,55.83,403.49,7.2,1984,single,6,131,213,56,0.582142857,41.1,1228.266667,,,,0.041333333,2.233333333,8.433333333,,4.046666667,,0.068487395,,,,,,,0.035,0.035,0.92,0.92,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,31.77540372,753,33,246.972352,193.9801398,216.8204074
Lac ste. Anne W.,53.71667,-114.5,67.62205419,eutrophic,7,720,55.83,403.49,7.2,1985,single,7,135,212,44,0.252272727,29.9,1041.008333,,,,0.014,1.833333333,8.233333333,,0.973333333,,0.013418762,,,,,,,,,1.06,1.06,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,31.77540372,753,33,282.7531038,266.7657337,259.2456255
Lac ste. Anne W.,53.71667,-114.5,67.62205419,eutrophic,7,720,55.83,403.49,7.2,1996,single,10,158,247,76,1.325,104.8,1909.216667,,,,0.1725,3.583333333,8.433333333,,1.55,,0.323170732,,,,,,,0.095,0.095,1.1,1.1,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,31.77540372,753,33,232.6783017,205.2548249,210.8273039
Lac ste. Anne W.,53.71667,-114.5,67.62205419,eutrophic,7,720,55.83,403.49,7.2,1997,single,7,140,240,78,2.158974359,171.1,3588.8,,,,0.1725,2.55,8.725,,1.825,,0.799620133,,,,,,,0.097,0.097,1.22,1.22,EDMONTON STONY PLAIN,301222F,ECCC,53.55,-114.11,31.77540372,753,33,237.2956484,205.8465542,232.1368879
Burghfield lake,51.42538197,-1.01597148,54.66407295,eutrophic,10,40,,,,2007,single,6,208,292,52,0.192307692,17.9,660.3,,,17.43333333,0.030833333,,,,,,0.02787068,0.813661264,0.034253419,,,,,0.0268,0.0268,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,63.30730828,31,-9,,,
Burghfield lake,51.42538197,-1.01597148,54.66407295,eutrophic,10,40,,,,2009,single,12,106,285,133,0.103759398,16.7,1169.133333,,,16.72833333,0.03,,,,,,0.035779103,0.780750992,0.045826523,,,,,0.0211,0.0211,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,63.30730828,31,-9,,,
Sonning eye lake,51.47704002,-0.92283562,50.52835108,eutrophic,10,35,,,,2008,single,12,3,72,57,0.319298246,20.7,598.975,,,5.5,0.03145,,,,,,0.127719298,0.150432432,0.849014379,,,,,0.02,0.02,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,56.15768161,31,-4,,,
Sonning eye lake,51.47704002,-0.92283562,50.52835108,eutrophic,10,35,,,,2009,single,12,21,83,57,0.184210526,17.6,663.1,,,5,0.03225,,,,,,0.025945145,0.127272727,0.203854707,,,,,0.037,0.037,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,56.15768161,31,-4,,,
Lake McGregor,50.54294,-112.89628,52.01002868,eutrophic,8,869,42.21,326.1,7.7,1983,single,13,122,187,51,0.241176471,15.5,348.2416667,,,,0.0356,1.22,7.892,,0.33,,0.075367647,,,,,,,0.032,0.032,0.34,0.34,Enchant IMCIN,3032422,Climate ID,50.172,-112.4364,52.66431321,808,-61,,,
Lake newell,50.43333,-111.91667,54.28105451,eutrophic,8,764,61.28,115.59,1.9,1983,single,14,150,214,58,0.415517241,28.2,652.4666667,,,,0.033833333,2.416666667,7.898333333,,0.575,,0.101345669,,,,,,,0.026,0.0275,,0.54,Rolling Hills AGCM,3035530,Climate ID,50.2651,-111.7011,24.19910807,739,-25,,,
Lake newell,50.43333,-111.91667,54.28105451,eutrophic,8,764,61.28,115.59,1.9,1984,single,9,145,228,62,0.20483871,17.2,527.5666667,,,,0.022,2.775,7.9575,,0.505,,0.045519713,,,,,,,0.024,0.024,0.36,0.36,Rolling Hills AGCM,3035530,Climate ID,50.2651,-111.7011,24.19910807,739,-25,,,
Little fish lake,51.36667,-112.23333,68.90745307,eutrophic,8,893,6.71,29.46,4.4,1983,single,6,157,271,72,2.65,196.5,3610.875,,,,0.84325,,9.08,,2.94,,0.464912281,,,,,,,0.809,0.809,2.34,2.34,Hussar AGDM,3023402,Climate ID,51.1911,-112.5027,27.10722184,970,77,,,
Little fish lake,51.36667,-112.23333,68.90745307,eutrophic,8,893,6.71,29.46,4.4,1985,single,11,228,247,12,0.666666667,34,393.8166667,,,,0.84,0.45,9.08,,2.9,,0.025641026,,,,,,,0.95,0.88,1.6,2.8,Hussar AGDM,3023402,Climate ID,51.1911,-112.5027,27.10722184,970,77,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2008,single,12,129,192,21,0.047619048,3.7,118.65,,,,0.02955,,,,,,0.017636684,,,,,,,0.0361,0.0361,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2009,spring,12,15,48,33,0.024242424,15.3,502.975,,,,0.0448,,,,,,0.001671891,,,,,,,0.0275,0.0275,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2009,summer,12,142,208,66,0.08030303,18.5,966.1333333,,,,0.038933333,,,,,,0.00736725,,,,,,,0.0308,0.0308,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2010,single,12,112,249,96,0.321875,34.7,1180.466667,,,,0.0364,,,,,,0.084703947,,,,,,,0.0584,0.0584,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2011,single,12,39,272,205,0.442439024,103,5277.433333,,,,0.0613875,,,,,,0.035970652,,,,,,,0.118,0.118,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2012,single,12,124,187,41,0.390243902,44.5,1591.483333,,,,0.0574,,,,,,0.013692769,,,,,,,0.0654,0.0654,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2013,spring,12,36,191,155,0.373548387,67,4326.366667,,,,0.129275,,,,,,0.041049273,,,,,,,0.282,0.1688,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2013,summer,12,218,302,84,0.68452381,81,3846.633333,,,,0.062925,,,,,,0.029128673,,,,,,,0.0422,0.0422,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2014,spring,12,15,42,27,0.107407407,23.5,599.85,,,,0.03595,,,,,,0.005213952,,,,,,,0.0261,0.0261,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2014,summer,12,141,267,126,0.065873016,29.8,3119.85,,,,0.03936,,,,,,0.003063861,,,,,,,0.0144,0.0144,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2015,single,12,120,202,61,0.014754098,24.4,1236.316667,,,,0.0414,,,,,,0.000627834,,,,,,,0.0249,0.0249,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2016,single,12,112,264,120,0.611666667,81.8,2763.416667,,,,0.0508,,,,,,0.07281746,,,,,,,0.0252,0.0252,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2017,spring,11,31,79,48,0.172916667,30,1047.741667,,,,0.033533333,,,,,,0.013301282,,,,,,,0.0188,0.0188,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2017,summer,11,209,242,33,0.678787879,41.6,900.85,,,,0.047233333,,,,,,0.035353535,,,,,,,0.0527,0.0527,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2018,single,11,108,236,113,1.391150442,166,6458.3,,,18.76666667,0.0568,,,,,,0.158085278,0.86997039,0.1817134,,,,,0.03085,0.03085,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Littlesea lake,50.65942014,-1.96219561,61.66994306,eutrophic,10,1,,,,2019,single,9,46,142,68,0.305882353,28.2,952.3666667,,,12.43333333,0.027166667,,,,,,0.041335453,0.546050581,0.075698945,,,,,0.0222,0.0222,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,160.663389,31,30,,,
Long lake -boyle,54.43112,-112.7555,61.36657759,eutrophic,7,619,6.31,83.38,13.2,1990,single,6,157,192,20,0.925,30,358.3333333,,,,0.044,3.25,8.4,,,,0.080434783,,,,,,,0.044,0.044,,,Oliver AGDM,3014921,Climate ID,53.6466,-113.3546,95.73628109,650,31,,,
Long lake -boyle,54.43112,-112.7555,61.36657759,eutrophic,7,619,6.31,83.38,13.2,1997,single,6,145,233,63,0.477777778,40.1,1324.025,,,,0.043,1.866666667,8.215,,,,0.047777778,,,,,,,0.042,0.042,,,Oliver AGDM,3014921,Climate ID,53.6466,-113.3546,95.73628109,650,31,,,
Lower mann lake,54.17472,-111.51944,75.0285683,hypereutrophic,7,611,6.12,43.77,7.1,1992,single,7,166,222,50,3.428,175.6,3617.25,,,,0.1035,1.933333333,9.145,,2.945,,0.816190476,,,,,,,0.06,0.06,2.1,2.1,Oliver AGDM,3014921,Climate ID,53.6466,-113.3546,134.1567134,650,39,,,
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2005,spring,14,27,126,99,0.034343434,13.9,1161.716667,,,,0.022666667,0.028,,,,,0.003270803,,,,,,,0.041,0.041,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,88.41,20,20
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2005,summer,14,196,243,47,0.015319149,23.2,612.45,,,,0.02175,0.035875,,,,,0.002289858,,,,,,,0.015,0.015,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,162.6666667,173,173
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2006,single,14,11,123,85,0.085647059,10.4,582.2633333,,,,0.0184,0.0351,,,,,0.02745098,,,,,,,0.02,0.02,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,80.43362832,18,18
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2008,single,7,10,102,64,0.05625,6.7,419.55,,,5.733333333,0.025566667,,,,,,0.018145161,0.161681829,0.112227586,,,,,0.0086,0.0086,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,60.98924731,13,13
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2010,spring,12,22,83,61,0.181967213,13.8,460.6083333,,,4.026666667,0.014466667,,,,,,0.067395264,0.086368197,0.780325007,3.2,3.2,,,0.0156,0.0156,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,57.41935484,24,24
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2010,summer,12,172,281,109,0.070642202,10,669.0333333,,,16.642,0.01124,,,,,,0.030714001,0.776584386,0.039550114,18.4,18.4,,,0.0092,0.0092,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,134.5636364,202,202
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2011,single,12,53,130,52,0.130769231,8.7,298,,,7.133333333,0.0108,,,,,,0.068825911,0.23417532,0.29390762,,,,,0.0112,0.0112,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,121.0128205,34,34
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2012,spring,12,17,83,66,0.090909091,8.6,330.7333333,,,5.8,0.012166667,,,,,,0.034965035,0.164944516,0.211980585,5.1,5.1,,,0.013,0.013,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,55.82089552,21,21
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2013,single,12,113,176,27,0.103703704,6.9,181.8,,,9.3,0.011075,,,,,,0.025293586,0.358211535,0.070610753,,,,,0.01165,0.01165,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,167.34375,135,135
Loweswater -wq survey,54.58408578,-3.35686562,50.38061567,eutrophic,10,130,0.5,3.49,7,2014,single,12,50,113,26,0.030769231,3.6,107.9,,,5.7,0.0117,,,,,,0.010989011,0.160058456,0.068656235,,,,,0.0114,0.0114,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,82.16977589,225,95,88.765625,31,31
