lake,year,season,start_day,end_day,gw_length,chla_rate,max_chla,acc_chla,poc_rate,chla_to_poc,gw_temp,gw_tp,gw_secchi,gw_ph,gw_srp,gw_tkn,specific_chla_rate,f_temp,temp_corrected_specific_chla_rate,pre_gw_temp,num_samples,pre_gw_tp,pre_gw_tkn,thresh_val,lat_group,climate_zone,tsi,trophic_status,lake_lat,lake_long,days_sampled,first_day,last_day,sampling_frequency,mean_time_between_samples
Hickling broad,2015,summer,134,195,61,0.506557377,53.6,2563.266667,,,17,0.109566667,,,,,0.022315303,0.793671642,0.028116543,15,12,0.0687,,0.4,50-60,10,69.09778888,eutrophic,52.74,1.581,324,20,344,0.037037037,27
Hickling broad,2017,spring,20,68,48,0.429166667,34.6,831.7833333,,,4.033333333,0.044833333,,,,,0.858333333,0.086627673,9.908304178,1.7,12,0.0314,,0.4,50-60,10,69.09778888,eutrophic,52.74,1.581,329,20,349,0.036474164,27.41666667
Hickling broad,2017,summer,108,293,185,0.144864865,43.3,5197.883333,,,17.25714286,0.0707,,,,,0.008779689,0.80562769,0.010897948,10.5,12,0.0397,,0.4,50-60,10,69.09778888,eutrophic,52.74,1.581,329,20,349,0.036474164,27.41666667
Hjulstabron W.,1980,single,77,197,93,0.162365591,15.9,658.3803333,,,,,,,,,0.202956989,,,,9,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,246,15,261,0.036585366,27.33333333
Hjulstabron W.,1981,single,15,196,151,0.142774834,21.942,675.642,,,,,,,,,0.372780247,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,335,15,350,0.035820896,27.91666667
Hjulstabron W.,1982,single,74,196,92,0.204913043,19.122,654.1818333,,,,,,,,,0.758937198,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,334,15,349,0.035928144,27.83333333
Hjulstabron W.,1983,single,74,165,62,0.169290323,11.396,339.5593333,,,,,,,,,0.188100358,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,336,13,349,0.035714286,28
Hjulstabron W.,1984,single,16,227,183,0.060836066,12.662,1021.088333,,,,,,,,,0.115219821,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,336,16,352,0.035714286,28
Hjulstabron W.,1985,spring,77,196,119,0.080327731,27.9,1136.511833,,,,,,,,,1.959212953,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,335,15,350,0.035820896,27.91666667
Hjulstabron W.,1986,single,72,287,187,0.084491979,16.2,1673.516667,,,,,,,,,0.211229947,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,334,15,349,0.035928144,27.83333333
Hjulstabron W.,1987,single,19,194,147,0.09047619,13.8,545.9,,,,,,,,,0.180952381,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,330,19,349,0.036363636,27.5
Hjulstabron W.,1988,single,105,259,123,0.122764228,15.8,1234.95,,,,,,,,,0.175377468,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,336,14,350,0.035714286,28
Hjulstabron W.,1989,spring,16,136,120,0.179166667,22.3,815.5166667,,,,,,,,,0.223958333,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,336,16,352,0.035714286,28
Hjulstabron W.,1989,summer,194,226,32,0.14375,16.2,422.4,,,,,,,,,0.012392241,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,336,16,352,0.035714286,28
Hjulstabron W.,1990,single,15,227,183,0.09726776,23.2,1865.2,,,,,,,,,0.09726776,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,336,15,351,0.035714286,28
Hjulstabron W.,1991,single,73,232,124,0.098387097,13.7,1072.316667,,,,,,,,,0.065591398,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,335,15,350,0.035820896,27.91666667
Hjulstabron W.,1992,spring,76,134,58,0.3,21.8,601.75,,,,,,,,,0.068181818,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,336,14,350,0.035714286,28
Hjulstabron W.,1992,summer,197,259,62,0.108064516,14,671.1,,,,,,,,,0.014803358,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,336,14,350,0.035714286,28
Hjulstabron W.,1993,single,74,229,122,0.081147541,17.1,1103.1,,,,,,,,,0.057962529,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,330,19,349,0.036363636,27.5
Hjulstabron W.,1994,single,74,290,183,0.047540984,12.5,1307.666667,,,,,,,,,0.05942623,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,332,17,349,0.036144578,27.66666667
Hjulstabron W.,1995,single,74,289,182,0.037912088,21.6,2039.116667,,,,,,,,,0.029163145,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,330,16,346,0.036363636,27.5
Hjulstabron W.,1996,single,16,141,90,0.143333333,16,666.0916667,,,,,,,,,0.046236559,,,,11,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,300,16,316,0.036666667,27.27272727
Hjulstabron W.,1997,single,16,288,243,0.109053498,27.3,1884.25,,,,,,,,,0.136316872,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,333,16,349,0.036036036,27.75
Hjulstabron W.,1999,single,13,229,182,0.054395604,14.6,1080.883333,,,,,,,,,0.06043956,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,342,13,355,0.035087719,28.5
Hjulstabron W.,2000,single,18,228,175,0.050857143,26.9,1790.233333,,,,,,,,,0.063571429,,,,12,,,0.4,50-60,7,51.6313597,eutrophic,59.532,17.009,329,18,347,0.036474164,27.41666667
Horsey mere,2000,spring,18,61,43,0.21627907,56.9,1321.315,,,5.425,0.0295,,,,,0.019842116,0.14687435,0.135095859,4.6,20,0.035,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,335,18,353,0.059701493,16.75
Horsey mere,2000,summer,74,201,127,0.142519685,59.8,4748.18,,,13.93,0.0522,,,,,0.005357883,0.633036201,0.008463786,7.5,20,0.0255,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,335,18,353,0.059701493,16.75
Horsey mere,2001,single,60,226,151,0.160198675,42.81,3897.133,,,11.74545455,0.0505,,,,,0.011693334,0.505025116,0.023153965,0.2,22,0.07,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,344,9,353,0.063953488,15.63636364
Horsey mere,2002,summer,58,197,139,0.013381295,43.35,3515.777,,,13.75818182,0.040727273,,,,,0.00038156,0.623261175,0.000612199,7.7,23,0.028,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,323,15,338,0.07120743,14.04347826
Horsey mere,2003,single,13,197,154,0.231623377,40.67,1852.421667,,,13.08666667,0.045666667,,,,,0.046324675,0.584491201,0.079256412,3.5,8,0.057,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,323,13,336,0.024767802,40.375
Horsey mere,2004,single,105,229,97,0.471649485,54.57,2306.221667,,,16.0325,0.04525,,,,,0.053474998,0.746375681,0.071646223,11.75,10,0.032,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,285,7,292,0.035087719,28.5
Horsey mere,2005,single,138,172,14,1.021428571,31.2,341.0166667,,,14.86,0.049,,,,,0.06043956,0.684724606,0.088268422,12.64,7,0.023,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,153,138,291,0.045751634,21.85714286
Horsey mere,2007,spring,32,80,48,0.216666667,24.6,990.4,,,5.695,0.04305,,,,,0.015258216,0.159815412,0.095473996,5.8,11,0.0205,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,319,32,351,0.034482759,29
Horsey mere,2007,summer,171,199,28,1.346428571,85.1,1487.733333,,,18.87,0.05145,,,,,0.028405666,0.873983435,0.032501378,18.66,11,0.0622,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,319,32,351,0.034482759,29
Horsey mere,2008,single,23,177,128,0.29296875,54.4,3157.275,,,9.676,0.04064,,,,,0.017335429,0.380599742,0.045547664,7.89,10,0.0382,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,266,23,289,0.037593985,26.6
Horsey mere,2009,single,76,229,127,0.283464567,62.5,6022.075,,,14.646,0.09364,,,,,0.01211387,0.6730276,0.017999069,8.98,8,0.0316,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,220,76,296,0.036363636,27.5
Horsey mere,2010,single,132,257,105,0.18952381,44.1,3017.55,,,16.8225,0.0643,,,,,0.007831562,0.785262631,0.009973176,12.02,11,0.0472,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,261,76,337,0.042145594,23.72727273
Horsey mere,2011,spring,21,185,164,0.273170732,49.2,3868.908333,,,12.454,0.06266,,,,,0.062084257,0.547275484,0.113442423,4.85,11,0.0379,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,327,21,348,0.033639144,29.72727273
Horsey mere,2013,spring,81,134,53,0.186792453,35.2,1235.05,,,10.03333333,0.041933333,,,,,0.016385303,0.402000365,0.040759423,4.3,12,0.0533,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,321,24,345,0.037383178,26.75
Horsey mere,2013,summer,226,255,29,0.465517241,47.5,1044.483333,,,16.2,0.10515,,,,,0.013691684,0.754812326,0.018139189,17.8,12,0.111,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,321,24,345,0.037383178,26.75
Horsey mere,2014,single,77,258,149,0.218120805,43.8,3696.5,,,16.58333333,0.050183333,,,,,0.019302726,0.773736685,0.02494741,10.6,12,0.0264,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,333,16,349,0.036036036,27.75
Horsey mere,2015,single,20,260,202,0.142079208,41.6,5109.541667,,,12.1875,0.0485125,,,,,0.012463088,0.531442368,0.023451439,1.7,12,0.03,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,324,20,344,0.037037037,27
Horsey mere,2016,single,14,225,186,0.16827957,39.6,3501.25,,,11.85714286,0.047471429,,,,,0.020274647,0.511715323,0.03962095,4.2,10,0.0811,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,333,14,347,0.03003003,33.3
Horsey mere,2017,single,20,265,208,0.140865385,32,3974.3,,,13.125,0.0451875,,,,,0.052172365,0.586726485,0.0889211,2.4,12,0.036,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,329,20,349,0.036474164,27.41666667
Horsey mere,2018,single,201,261,35,0.87,44.95,956.6666667,,,20.8,0.082825,,,,,0.06,0.938608814,0.063924394,22.3,10,0.0775,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,328,24,352,0.030487805,32.8
Horsey mere,2019,single,171,231,29,1.779310345,77,1241.683333,,,19.95,0.07805,,,,,0.070051588,0.91264619,0.076756567,19.3,10,0.0581,,0.4,50-60,10,63.93346039,eutrophic,52.741,1.627,335,17,352,0.029850746,33.5
Hoveton great broad,2014,single,178,265,48,0.7125,75.9,2599.366667,,,,0.1189,,,,,0.017086331,,,,7,0.125,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,164,178,342,0.042682927,23.42857143
Hoveton great broad,2015,spring,27,69,42,0.838095238,60.4,1491.066667,,,,0.050466667,,,,,0.102206736,,,,11,0.0348,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,314,27,341,0.035031847,28.54545455
Hoveton great broad,2015,summer,113,268,155,0.067741935,64.6,7132.133333,,,,0.10112,,,,,0.0015681,,,,11,0.107,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,314,27,341,0.035031847,28.54545455
Hoveton great broad,2016,spring,12,91,79,0.435443038,43,2327.766667,,,,0.054633333,,,,,0.050632911,,,,11,0.0525,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,321,12,333,0.034267913,29.18181818
Hoveton great broad,2016,summer,179,236,57,0.678947368,91,4033.466667,,,,0.127,,,,,0.012981785,,,,11,0.107,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,321,12,333,0.034267913,29.18181818
Hoveton great broad,2017,single,6,59,24,0.908333333,30.7,511.4,,,,0.0459,,,,,0.102059925,,,,8,0.045,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,333,6,339,0.024024024,41.625
Hoveton great broad,2018,spring,9,51,42,1.364285714,131,3245.175,,,,0.081266667,,,,,0.041849255,,,,12,0.0768,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,329,9,338,0.036474164,27.41666667
Hoveton great broad,2018,summer,180,246,66,0.187878788,61.8,3268.5,,,,0.097266667,,,,,0.004944179,,,,12,0.102,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,329,9,338,0.036474164,27.41666667
Hoveton great broad,2019,spring,3,121,118,0.337288136,60.2,4569.683333,,,,0.057425,,,,,0.016533732,,,,11,0.037,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,330,3,333,0.033333333,30
Hoveton great broad,2019,summer,185,241,56,0.630357143,89,3810.166667,,,,0.087866667,,,,,0.014762462,,,,11,0.0976,,0.4,50-60,10,68.98381028,eutrophic,52.697,1.428,330,3,333,0.033333333,30
Hoveton great broad -edge,2008,single,65,218,131,0.376335878,99.1,5778.3,,,,0.16664,,,,,0.007556945,,,,11,0.0531,,0.4,50-60,10,69.33503118,eutrophic,52.692,1.426,337,14,351,0.03264095,30.63636364
Hoveton great broad -edge,2009,spring,16,62,46,0.582608696,73.4,2631,,,,0.071033333,,,,,0.012502333,,,,10,0.0876,,0.4,50-60,10,69.33503118,eutrophic,52.692,1.426,292,16,308,0.034246575,29.2
Hoveton great broad -edge,2009,summer,181,223,42,1.816666667,127,3026.1,,,,0.1003,,,,,0.03583169,,,,10,0.0686,,0.4,50-60,10,69.33503118,eutrophic,52.692,1.426,292,16,308,0.034246575,29.2
Hoveton great broad -edge,2012,spring,17,83,66,1.015151515,80.6,3125.766667,,,,0.071433333,,,,,0.074643494,,,,12,0.0363,,0.4,50-60,10,69.33503118,eutrophic,52.692,1.426,331,17,348,0.036253776,27.58333333
Hoveton great broad -edge,2012,summer,158,228,70,0.754285714,82.4,3763.5,,,,0.117866667,,,,,0.025482625,,,,12,0.0913,,0.4,50-60,10,69.33503118,eutrophic,52.692,1.426,331,17,348,0.036253776,27.58333333
Hoveton great broad -edge,2013,spring,39,102,63,0.368253968,31.9,1485.6,,,,0.053133333,,,,,0.096908939,,,,12,0.0557,,0.4,50-60,10,69.33503118,eutrophic,52.692,1.426,329,8,337,0.036474164,27.41666667
Hoveton great broad -edge,2013,summer,183,246,63,0.36031746,70.7,2498.5,,,19.16666667,0.080344444,,,,,0.035674996,0.885207497,0.040301281,16.4,12,0.084433333,,0.4,50-60,10,69.33503118,eutrophic,52.692,1.426,329,8,337,0.036474164,27.41666667
Hoveton little broad,2000,single,179,263,55,0.518181818,47.7,2036.216667,,,19.33333333,0.053333333,,,,,0.026988636,0.891316239,0.03027953,20,10,0.044,,0.4,50-60,10,65.0234639,eutrophic,52.705,1.443,336,11,347,0.029761905,33.6
Hoveton little broad,2001,spring,8,108,100,0.123,22.7,1905.766667,,,5.833333333,0.043333333,,,,,0.011826923,0.166583748,0.07099686,3.8,10,0.045,,0.4,50-60,10,65.0234639,eutrophic,52.705,1.443,344,8,352,0.029069767,34.4
Hoveton little broad,2001,summer,164,246,82,0.419268293,62.09,3466.353333,,,18.6,0.061333333,,,,,0.03523263,0.863387055,0.040807456,,10,0.05,,0.4,50-60,10,65.0234639,eutrophic,52.705,1.443,344,8,352,0.029069767,34.4
Hoveton little broad,2002,single,190,274,28,1.1425,63.67,1091.44,,,19.7,0.082,,,,,0.036063763,0.904244132,0.039882772,18.7,9,0.069,,0.4,50-60,10,65.0234639,eutrophic,52.705,1.443,282,22,304,0.031914894,31.33333333
Hoveton little broad,2003,single,161,216,28,1.183214286,60.91,1116.64,,,20.49,0.06,,,,,0.042592307,0.929616156,0.04581709,20.8,6,0.062,,0.4,50-60,10,65.0234639,eutrophic,52.705,1.443,140,161,301,0.042857143,23.33333333
Hudson's bay E.,2015,spring,27,69,42,1.352380952,80.4,2174.133333,,,,0.0569,,,,,0.114608555,,,,12,0.0369,,0.4,50-60,10,68.18878328,eutrophic,52.698,1.424,314,27,341,0.038216561,26.16666667
Hudson's bay E.,2015,summer,211,223,12,2.033333333,61.5,542.8,,,,0.1265,,,,,0.054806828,,,,12,0.129,,0.4,50-60,10,68.18878328,eutrophic,52.698,1.424,314,27,341,0.038216561,26.16666667
Hudson's bay E.,2016,spring,12,91,79,0.529113924,50.2,2574.083333,,,,0.0558,,,,,0.062989753,,,,11,0.0555,,0.4,50-60,10,68.18878328,eutrophic,52.698,1.424,321,12,333,0.034267913,29.18181818
Hudson's bay E.,2016,summer,179,196,17,2.5,89.2,1161.666667,,,,0.101,,,,,0.053533191,,,,11,0.1,,0.4,50-60,10,68.18878328,eutrophic,52.698,1.424,321,12,333,0.034267913,29.18181818
Hudson's bay E.,2017,single,6,59,24,0.733333333,37.7,710,,,,0.0383,,,,,0.036484245,,,,8,0.0322,,0.4,50-60,10,68.18878328,eutrophic,52.698,1.424,333,6,339,0.024024024,41.625
Hudson's bay E.,2018,spring,9,82,73,0.505479452,93.2,3280.566667,,,,0.093166667,,,,,0.075444694,,,,11,0.0645,,0.4,50-60,10,68.18878328,eutrophic,52.698,1.424,329,9,338,0.03343465,29.90909091
Hudson's bay E.,2018,summer,246,271,25,1.556,65.4,898.75,,,,0.127,,,,,0.058716981,,,,11,0.15,,0.4,50-60,10,68.18878328,eutrophic,52.698,1.424,329,9,338,0.03343465,29.90909091
Hudson's bay E.,2019,spring,3,121,118,0.553389831,93.4,6458.45,,,,0.09095,,,,,0.019693588,,,,11,0.0589,,0.4,50-60,10,68.18878328,eutrophic,52.698,1.424,330,3,333,0.033333333,30
Häckebergasjön,1993,single,48,201,124,0.39516129,61,4214.5,,,,,,,,,0.032930108,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,216,48,264,0.027777778,36
Häckebergasjön,1995,single,45,228,154,1.006493506,160,5593,,,,,,,,,0.201298701,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,217,45,262,0.02764977,36.16666667
Häckebergasjön,1998,single,55,167,84,0.130952381,28,2016,,,,,,,,,0.007703081,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,212,55,267,0.028301887,35.33333333
Häckebergasjön,2002,single,50,210,126,0.301587302,49,3032.333333,,,,,,,,,0.027417027,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,216,50,266,0.027777778,36
Häckebergasjön,2003,single,50,168,90,0.355555556,42,1980,,,,,,,,,0.035555556,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,216,50,266,0.027777778,36
Häckebergasjön,2004,single,56,168,91,0.197802198,42,3033.333333,,,,,,,,,0.008241758,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,202,56,258,0.02970297,33.66666667
Häckebergasjön,2007,single,51,205,112,0.567857143,72,3008.133333,,,,,,,,,0.067602041,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,211,51,262,0.028436019,35.16666667
Häckebergasjön,2009,single,47,195,126,0.079365079,62,5834,,,,,,,,,0.001526252,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,218,47,265,0.027522936,36.33333333
Häckebergasjön,2016,single,54,228,140,0.665,100,5788.825,,,,,,,,,0.096376812,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,209,54,263,0.028708134,34.83333333
Häckebergasjön,2017,spring,52,171,119,0.058823529,86,6424.583333,,,,,,,,,0.001730104,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,209,52,261,0.028708134,34.83333333
Häckebergasjön,2017,summer,201,233,32,0.03125,68,1920,,,,,,,,,0.000466418,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,209,52,261,0.028708134,34.83333333
Häckebergasjön,2018,single,50,192,121,0.652892562,95,3973.5,,,,,,,,,0.040805785,,,,6,,,0.4,50-60,7,69.11154143,eutrophic,55.582,13.427,212,50,262,0.028301887,35.33333333
Iosegun lake,1983,single,130,214,56,0.378571429,39.1,1313.666667,,,,0.042666667,,8.025,,0.866666667,0.021149242,,,,7,0.053,0.76,0.4,50-60,7,63.69099151,eutrophic,54.467,-116.833,161,130,291,0.043478261,23
Isle lake,1983,single,179,263,29,0.589655172,34.4,951.2,,,,0.0595,2.45,8.2,,1.34,0.034084114,,,,6,0.064,0.88,0.4,50-60,7,66.31671518,eutrophic,53.633,-114.733,166,124,290,0.036144578,27.66666667
Isle lake,1996,single,191,249,43,1.602325581,76.2,1412.283333,,,,0.07475,3.475,8.55,,1.175,0.219496655,,,,10,0.0375,0.7,0.4,50-60,7,66.31671518,eutrophic,53.633,-114.733,148,135,283,0.067567568,14.8
Isle lake,1997,single,196,246,21,2.223809524,57.5,1068.9,,,,0.1595,2.1,8.7,,1.755,0.205908289,,,,7,0.143,1.53,0.4,50-60,7,66.31671518,eutrophic,53.633,-114.733,154,134,288,0.045454545,22
Jackfish lake,1980,single,175,246,56,0.376785714,26.4,572.4833333,,,,,3.34,7.708,,1.16,0.071091644,,,,13,,1.265,0.4,50-60,7,54.97212423,eutrophic,53.479,-114.256,166,136,302,0.078313253,12.76923077
Kolsundet W.,1968,single,117,177,32,0.847875,30.3,401.2693333,,,,,,,,,0.267637311,,,,6,,,0.4,50-60,7,53.14345816,eutrophic,59.355,17.298,181,117,298,0.033149171,30.16666667
Krageholmssjön,1996,single,191,254,42,1.630952381,95.5,2407.3,,,,,,,,,0.060405644,,,,7,,,0.4,50-60,7,66.0041482,eutrophic,55.496,13.762,175,116,291,0.04,25
Krageholmssjön,2019,single,155,234,78,0.68974359,58,2222.933333,,,,,,,,,0.164224664,,,,14,,,0.4,50-60,7,66.0041482,eutrophic,55.496,13.762,230,71,301,0.060869565,16.42857143
Kvicksundsbron,1980,spring,15,168,153,0.050336601,41.25,1611.817417,,,,,,,,,0.091771379,,,,9,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,246,15,261,0.036585366,27.33333333
Kvicksundsbron,1981,single,75,166,58,0.353318966,21.6685,574.6881667,,,,,,,,,0.300441297,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,335,15,350,0.035820896,27.91666667
Kvicksundsbron,1982,single,74,229,122,0.16727459,21.01,1701.142083,,,,,,,,,0.277634175,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,335,14,349,0.035820896,27.91666667
Kvicksundsbron,1983,single,13,195,152,0.164654605,26.664,923.2958333,,,,,,,,,0.100613874,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,336,13,349,0.035714286,28
Kvicksundsbron,1984,single,74,227,125,0.14254,19.267,1440.555,,,,,,,,,0.098337358,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,336,16,352,0.035714286,28
Kvicksundsbron,1985,single,77,196,91,0.337362637,30.85,1045.065,,,,,,,,,2.249084249,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,335,15,350,0.035820896,27.91666667
Kvicksundsbron,1986,single,72,287,187,0.148930481,28.15,2520.791667,,,,,,,,,0.496434938,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,334,15,349,0.035928144,27.83333333
Kvicksundsbron,1987,single,19,194,147,0.163265306,24.65,1011.366667,,,,,,,,,0.251177394,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,330,19,349,0.036363636,27.5
Kvicksundsbron,1988,single,74,228,122,0.438114754,54.1,1676.9,,,,,,,,,0.674022699,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,336,14,350,0.035714286,28
Kvicksundsbron,1989,single,16,226,178,0.116853933,33.9,3070.691667,,,,,,,,,0.057001918,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,336,16,352,0.035714286,28
Kvicksundsbron,1990,single,74,227,124,0.203629032,29.05,2209.516667,,,,,,,,,0.053586587,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,336,15,351,0.035714286,28
Kvicksundsbron,1991,single,45,197,117,0.102136752,13.2,1080.65,,,,,,,,,0.081709402,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,335,15,350,0.035820896,27.91666667
Kvicksundsbron,1992,single,14,197,153,0.137254902,22.9,1435.008333,,,,,,,,,0.072239422,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,336,14,350,0.035714286,28
Kvicksundsbron,1993,single,19,229,177,0.159322034,29.95,2020.133333,,,,,,,,,0.091041162,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,330,19,349,0.036363636,27.5
Kvicksundsbron,1994,single,17,194,147,0.100340136,15.5,510.8,,,,,,,,,0.133786848,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,332,17,349,0.036144578,27.66666667
Kvicksundsbron,1995,single,16,198,148,0.064527027,12.1,840.8083333,,,,,,,,,0.049636175,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,330,16,346,0.036363636,27.5
Kvicksundsbron,1996,single,81,235,117,0.185470085,24.5,1782.083333,,,,,,,,,0.066239316,,,,11,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,300,16,316,0.036666667,27.27272727
Kvicksundsbron,1997,single,16,225,181,0.094475138,18,1851.183333,,,,,,,,,0.104972376,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,333,16,349,0.036036036,27.75
Kvicksundsbron,1998,single,111,194,57,0.126315789,14,603.9333333,,,,,,,,,0.018575851,,,,7,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,181,111,292,0.038674033,25.85714286
Kvicksundsbron,1999,single,13,229,182,0.047252747,19.6,1618.216667,,,,,,,,,0.067503925,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,342,13,355,0.035087719,28.5
Kvicksundsbron,2000,single,18,228,175,0.065142857,15.6,1730.916667,,,,,,,,,0.054285714,,,,12,,,0.4,50-60,7,55.75399654,eutrophic,59.45,16.314,329,18,347,0.036474164,27.41666667
Kyrkfjärden,1967,single,109,215,63,0.200460317,15.4,502.93175,,,,,,,,,0.072342229,,,,6,,,0.4,50-60,7,52.31147404,eutrophic,59.435,18.19,188,109,297,0.031914894,31.33333333
Kyrkfjärden,1968,single,115,177,34,0.424470588,17.6,288.6486667,,,,,,,,,0.133986928,,,,6,,,0.4,50-60,7,52.31147404,eutrophic,59.435,18.19,183,115,298,0.032786885,30.5
Kyrksjön,2001,single,107,165,27,0.196296296,9.5,191.025,,,,,,,,,0.046737213,,,,6,,,0.4,50-60,7,53.94334758,eutrophic,56.535,15.601,183,107,290,0.032786885,30.5
Kållen,1995,single,114,206,63,0.215873016,19,787.7,,,,,,,,,0.039976484,,,,6,,,0.4,50-60,7,60.26108307,eutrophic,57.167,15.394,150,114,264,0.04,25
Kållen,1999,single,116,243,86,0.33372093,32,1103.3,,,,,,,,,0.101127555,,,,6,,,0.4,50-60,7,60.26108307,eutrophic,57.167,15.394,149,116,265,0.040268456,24.83333333
Kållen,2008,single,112,165,30,0.356666667,16,303.5,,,,,,,,,0.067295597,,,,6,,,0.4,50-60,7,60.26108307,eutrophic,57.167,15.394,158,112,270,0.037974684,26.33333333
Lac la biche E.,1989,single,150,249,71,0.664788732,52.3,1483.458333,,,,0.06825,2.2,8.6075,,0.7575,0.130350732,,,,6,0.049,0.56,0.4,50-60,7,63.756429,eutrophic,54.667,-112.033,147,150,297,0.040816327,24.5
